Bank_Name,API_Abb,API_Link,API_Name,SCH_Link,SCH_Name,Perm_SCH_Table,Version,API_Name,,OB,SQ1,https://sqm.openbanking.me.uk/cma-service-quality-metrics/v1.0/product-type/pca/area/GB/export-type/aggregated/wave/
Barclays,BCA,https://atlas.api.barclays/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.3,business-current-accounts,,NBS,FCA - TEST,https://nationwide-building-society-stg.apigee.net/open-banking/v1.0/fca-service-metrics/pca
Barclays,SME,https://atlas.api.barclays/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.3,unsecured-sme-loans,,,,
Barclays,CCC,https://atlas.api.barclays/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.3,commercial-credit-cards,,BOI,FCA - TEST,https://testapi.bankofireland.com/cma-open-banking-boi-uat/open-banking/v1.0/fca-personal-current-accounts
Danske,ATM,https://obp-api.danskebank.com/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,BOI,FCA - TEST,https://testapi.bankofireland.com/cma-open-banking-boi-uat/open-banking/v1.0/fca-business-current-accounts
Danske,BCH,https://obp-api.danskebank.com/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Danske,PCA,https://obp-api.danskebank.com/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Danske,BCA,https://obp-api.danskebank.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Danske,SME,https://obp-api.danskebank.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Danske,CCC,https://obp-api.danskebank.com/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
Firsttrust,ATM,https://api.firsttrustbank.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Firsttrust,BCH,https://api.firsttrustbank.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Firsttrust,PCA,https://api.firsttrustbank.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Firsttrust,BCA,https://api.firsttrustbank.co.uk/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Firsttrust,SME,https://api.firsttrustbank.co.uk/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Firsttrust,CCC,https://api.firsttrustbank.co.uk/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
Halifax,ATM,https://api.halifax.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Halifax,BCH,https://api.halifax.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Halifax,PCA,https://api.halifax.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Halifax,BCA,https://api.halifax.co.uk/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Halifax,SME,https://api.halifax.co.uk/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Halifax,CCC,https://api.halifax.co.uk/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
HSBC,ATM,https://api.hsbc.com/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
HSBC,BCH,https://api.hsbc.com/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
HSBC,PCA,https://api.hsbc.com/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
HSBC,BCA,https://api.hsbc.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
HSBC,SME,https://api.hsbc.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
HSBC,CCC,https://api.hsbc.com/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
Lloyds,ATM,https://api.lloydsbank.com/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Lloyds,BCH,https://api.lloydsbank.com/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Lloyds,PCA,https://api.lloydsbank.com/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Lloyds,BCA,https://api.lloydsbank.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Lloyds,SME,https://api.lloydsbank.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Lloyds,CCC,https://api.lloydsbank.com/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
NBS,ATM,https://openapi.nationwide.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
NBS,BCH,https://openapi.nationwide.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
NBS,PCA,https://openapi.nationwide.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
NBS,FCP,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-nbs-pca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_pca_swagger,FCP_Schema,v1.0,fca-nbs-pca,,,,
NBS,FCB,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-nbs-bca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_bca_swagger,FCB_Schema,v1.0,fca-nbs-bca,,,,
Natwest,ATM,https://openapi.natwest.com/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Natwest,BCH,https://openapi.natwest.com/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Natwest,PCA,https://openapi.natwest.com/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Natwest,BCA,https://openapi.natwest.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Natwest,SME,https://openapi.natwest.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Natwest,CCC,https://openapi.natwest.com/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
Natwest,ATM,https://openapi.natwest.com/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.3,atms,,,,
Natwest,BCH,https://openapi.natwest.com/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.3,branches,,,,
Natwest,PCA,https://openapi.natwest.com/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.3,personal-current-accounts,,,,
Natwest,BCA,https://openapi.natwest.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.3,business-current-accounts,,,,
Natwest,SME,https://openapi.natwest.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.3,unsecured-sme-loans,,,,
Natwest,CCC,https://openapi.natwest.com/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.3,commercial-credit-cards,,,,
RBS,ATM,https://openapi.rbs.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
RBS,BCH,https://openapi.rbs.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
RBS,PCA,https://openapi.rbs.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
RBS,BCA,https://openapi.rbs.co.uk/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
RBS,SME,https://openapi.rbs.co.uk/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
RBS,CCC,https://openapi.rbs.co.uk/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
RBS,ATM,https://openapi.rbs.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.3,atms,,,,
RBS,BCH,https://openapi.rbs.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.3,branches,,,,
RBS,PCA,https://openapi.rbs.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.3,personal-current-accounts,,,,
RBS,BCA,https://openapi.rbs.co.uk/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.3,business-current-accounts,,,,
RBS,SME,https://openapi.rbs.co.uk/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.3,unsecured-sme-loans,,,,
RBS,CCC,https://openapi.rbs.co.uk/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.3,commercial-credit-cards,,,,
RBS,FCP,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-rbs-pca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_pca_swagger,FCP_Schema,v1.0,fca-rbs-pca,,,,
RBS,FCB,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-rbs-bca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_bca_swagger,FCB_Schema,v1.0,fca-rbs-bca,,,,
ESME,SME,https://openapi.esmeloans.com/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.3,unsecured-sme-loans,,,,
AdamCo,BCA,https://openapi.adambank.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.3,business-current-accounts,,,,
Coutts,BCA,https://openapi.coutts.com/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.3,business-current-accounts,,,,
Santander,ATM,https://api.santander.co.uk/retail/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Santander,BCH,https://api.santander.co.uk/retail/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Santander,PCA,https://api.santander.co.uk/retail/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Santander,BCA,https://api.santander.co.uk/retail/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Santander,SME,https://api.santander.co.uk/retail/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Santander,CCC,https://api.santander.co.uk/retail/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
Ulster,ATM,https://openapi.ulsterbank.co.uk/open-banking,atms,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,atm,ATM_Schema,v1.2,atms,,,,
Ulster,BCH,https://openapi.ulsterbank.co.uk/open-banking,branches,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,branch,BCH_Schema,v1.2,branches,,,,
Ulster,PCA,https://openapi.ulsterbank.co.uk/open-banking,personal-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,personal_current_account,PCA_Schema,v1.2,personal-current-accounts,,,,
Ulster,BCA,https://openapi.ulsterbank.co.uk/open-banking,business-current-accounts,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,business_current_account,BCA_Schema,v1.2,business-current-accounts,,,,
Ulster,SME,https://openapi.ulsterbank.co.uk/open-banking,unsecured-sme-loans,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,sme_loan,SME_Schema,v1.2,unsecured-sme-loans,,,,
Ulster,CCC,https://openapi.ulsterbank.co.uk/open-banking,commercial-credit-cards,https://raw.githubusercontent.com/OpenBankingUK/opendata-api-spec-compiled/master,commercial_credit_card,CCC_Schema,v1.2,commercial-credit-cards,,,,
HSBC,PMT,http://localhost/sasweb/data/temp/rw/HSBC/v1_1/json,payments,http://localhost/sasweb/data/temp/rw/ob/v1_1,payment,PMT_Schema,v1.1,payments,,,,
HSBC,ACC,http://localhost/sasweb/data/temp/rw/HSBC/v1_1/json,accinfo,http://localhost/sasweb/data/temp/rw/ob/v1_1,accinfo,ACC_Schema,v1.1,accinfo,,,,
AIB,ATM,https://openapi.aibgb.co.uk/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms,,,,
AIB,BCH,https://openapi.aibgb.co.uk/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches,,,,
AIB,PCA,https://openapi.aibgb.co.uk/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts,,,,
AIB,BCA,https://openapi.aibgb.co.uk/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts,,,,
AIB,SME,https://openapi.aibgb.co.uk/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans,,,,
AIB,CCC,https://openapi.aibgb.co.uk/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards,,,,
Danske,ATM,https://obp-data.danskebank.com/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms,,,,
Danske,BCH,https://obp-data.danskebank.com/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches,,,,
Danske,PCA,https://obp-data.danskebank.com/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts,,,,
Danske,BCA,https://obp-data.danskebank.com/open-banking,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,business_current_account,BCA_Schema,v2.1,business-current-accounts,,,,
Danske,SME,https://obp-data.danskebank.com/open-banking,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_1,sme_loan,SME_Schema,v2.1,unsecured-sme-loans,,,,
Danske,CCC,https://obp-data.danskebank.com/open-banking,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_1,commercial_credit_card,CCC_Schema,v2.1,commercial-credit-cards,,,,
Danske,ATM,http://localhost/sasweb/data/temp/od/danske/v2_2,atms,http://localhost/sasweb/data/temp/od/ob/v2_2,atm_swagger,ATM_Schema,v2.2,atms,,,,
Danske,BCH,http://localhost/sasweb/data/temp/od/danske/v2_2,branches,http://localhost/sasweb/data/temp/od/ob/v2_2,branch_swagger,BCH_Schema,v2.2,branches,,,,
Danske,PCA,http://localhost/sasweb/data/temp/od/danske/v2_2,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_2,pca_swagger,PCA_Schema,v2.2,personal-current-accounts,,,,
Danske,BCA,http://localhost/sasweb/data/temp/od/danske/v2_2,business-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_2,bca_swagger,BCA_Schema,v2.2,business-current-accounts,,,,
Danske,SME,http://localhost/sasweb/data/temp/od/danske/v2_2,unsecured-sme-loans,http://localhost/sasweb/data/temp/od/ob/v2_2,sme_loan_swagger,SME_Schema,v2.2,unsecured-sme-loans,,,,
Danske,CCC,http://localhost/sasweb/data/temp/od/danske/v2_2,commercial-credit-cards,http://localhost/sasweb/data/temp/od/ob/v2_2,ccc_swagger,CCC_Schema,v2.2,commercial-credit-cards,,,,
Danske,FCP,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-danske-pca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_pca_swagger,FCP_Schema,v1.0,fca-danske-pca,,,,
Danske,FCB,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca-danske-bca,http://localhost/sasweb/data/temp/ob/fca/v1_0,fca_bca_swagger,FCB_Schema,v1.0,fca-danske-bca,,,,
Firsttrust,ATM,https://openapi.firsttrustbank.co.uk/open-banking,atms,http://localhost/sasweb/data/temp/od/ob/v2_1,atm,ATM_Schema,v2.1,atms,,,,
Firsttrust,BCH,https://openapi.firsttrustbank.co.uk/open-banking,branches,http://localhost/sasweb/data/temp/od/ob/v2_1,branch,BCH_Schema,v2.1,branches,,,,
Firsttrust,PCA,https://openapi.firsttrustbank.co.uk/open-banking,personal-current-accounts,http://localhost/sasweb/data/temp/od/ob/v2_1,personal_current_account,PCA_Schema,v2.1,personal-current-accounts,,,,
